id,name,reader_id,abonement,read_hall,received,lost,released,author,give_point,order_date,edition,receive_date
854,QqxwiQZmIz,115,2,8,2019,0,2005,Felipe Hertel,1,1000-01-01 00:00:00,3,1000-01-01 00:00:00
855,tQbzhAsnkJ,83,2,3,2016,0,1993,Marc Naiman,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
856,IPTPWTrIyO,82,2,9,2017,0,2003,Irene Molloy,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
857,VfkvdmGJuC,149,4,4,2019,2022,1996,Debra Cabiness,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
858,eobVSsQSaA,105,2,6,2017,2018,2005,George Ramos,2,2018-10-16 00:00:00,9,2018-10-28 00:00:00
859,AkYFXFZVDr,149,4,7,2019,0,1999,Joshua Gentry,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
860,JDcIPhTYzS,76,3,1,2019,0,2002,Violet Ponce,2,2018-06-06 00:00:00,5,2018-06-20 00:00:00
861,qdeUxdCpZV,5,2,6,2016,0,2000,Autumn Doremus,5,2017-09-03 00:00:00,4,2017-09-23 00:00:00
862,VfkvdmGJuC,45,3,1,2017,0,1990,Tracy Haines,1,2019-10-21 00:00:00,9,2019-10-23 00:00:00
863,OBknRkXxNS,83,4,4,2019,0,1992,Joshua Gentry,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
864,KJJopjwOYb,55,1,8,2018,0,1995,Steven Burridge,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
865,pDJFIJKenh,26,3,2,2018,0,1992,Jason Crieghton,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
866,KwwSWeIfEl,129,4,5,2016,0,2001,Pamela Hakes,1,2017-06-10 00:00:00,3,2017-06-12 00:00:00
867,XlJwIibhJq,89,1,9,2016,0,1996,Albert Miller,3,2018-09-13 00:00:00,7,2018-09-22 00:00:00
868,NxgQeBsbNJ,20,2,4,2017,0,1997,Gary Fontaine,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
869,eLjEbkFYOt,120,4,8,2017,0,2000,Felipe Hertel,3,2018-05-26 00:00:00,5,2018-06-24 00:00:00
870,ipVSfmtxmK,58,3,3,2018,2020,2000,Chung Brodeur,4,1000-01-01 00:00:00,3,1000-01-01 00:00:00
871,waRlCEJzdU,4,3,9,2018,0,2001,Tommy Clark,5,2017-08-30 00:00:00,4,2017-08-31 00:00:00
872,KwwSWeIfEl,60,2,8,2017,0,1992,Timothy Koopmans,1,2019-10-20 00:00:00,4,2019-11-06 00:00:00
873,waRlCEJzdU,44,2,5,2017,0,1995,Tyrone Williams,5,2017-07-29 00:00:00,3,2017-08-21 00:00:00
874,QCCFvZucFt,44,2,2,2017,0,1994,Donald Martin,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
875,JHubwWxvLO,99,4,6,2018,0,2001,Robert Kepler,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
876,OhsFIVQLXD,22,1,1,2016,0,1995,Cody Holt,5,2017-10-09 00:00:00,6,2017-10-10 00:00:00
877,NJmpDrPgWq,66,3,5,2018,0,1990,James Harrison,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
878,GZZEZStCpM,57,4,4,2017,0,1994,George Guy,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
879,IPTPWTrIyO,92,2,1,2016,0,2009,Norma Spencer,4,2019-05-22 00:00:00,3,2019-06-10 00:00:00
880,woGffWOOLs,63,4,8,2016,2018,2004,Albert Benedict,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
881,dBTEdEcDCQ,43,3,4,2019,0,2007,Terry Alva,3,2019-04-14 00:00:00,8,2019-04-22 00:00:00
882,GBPLmxQaJu,109,2,6,2016,0,2006,Graciela Lansberry,3,2018-08-12 00:00:00,1,2018-08-18 00:00:00
883,mlgSGyfYmU,22,4,8,2016,0,2000,Debra Riddle,3,1000-01-01 00:00:00,6,1000-01-01 00:00:00
884,wfnsfZHiUq,79,2,5,2017,0,1993,Jason Crieghton,1,2019-01-26 00:00:00,9,2019-02-22 00:00:00
885,hXwOLtTYKu,147,4,2,2018,0,2005,Pamela Davis,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
886,WckkxOTmQd,125,2,3,2018,0,2005,Irene Molloy,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
887,XlJwIibhJq,37,1,4,2018,0,1998,Fredrick Eppler,3,2017-11-11 00:00:00,2,2017-12-10 00:00:00
888,YCEhJOYLts,88,1,5,2018,0,2004,Patsy Stockbridge,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
889,loZRRnfWKU,47,3,8,2017,0,1995,Adam Wenk,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
890,ssLJidMLOL,29,3,2,2019,0,2003,Kathryn Teeter,4,2017-09-23 00:00:00,1,2017-10-02 00:00:00
891,VfkvdmGJuC,107,1,5,2017,0,1993,Dorothy Mutchler,5,2019-05-10 00:00:00,7,2019-06-05 00:00:00
892,ZjQYSQpoCv,116,1,5,2018,0,1994,Alex Vinson,2,2018-04-23 00:00:00,6,2018-05-15 00:00:00
893,OBknRkXxNS,57,4,5,2016,0,1998,Mary Loveless,4,2019-06-09 00:00:00,7,2019-07-07 00:00:00
894,UkpLRNVWlq,67,2,8,2018,2019,2003,Bertha Haza,1,2018-04-22 00:00:00,3,2018-05-23 00:00:00
895,JWNEmuuVFe,69,3,7,2019,0,2001,Martin Scerra,3,2017-09-25 00:00:00,5,2017-10-11 00:00:00
896,ssLJidMLOL,2,4,3,2016,0,1994,Eva Fitzgerald,5,2017-07-25 00:00:00,6,2017-08-21 00:00:00
897,UgYNurCjMF,10,4,1,2017,0,2005,Timothy Koopmans,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
898,OvBIbuNJqP,99,2,9,2017,2019,1994,Ryan Archer,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
899,amCtvCfbEy,150,2,1,2018,0,1999,Larry Berrios,1,2018-12-11 00:00:00,1,2019-01-11 00:00:00
900,XRxFRKGyvs,37,3,4,2016,0,2003,Jason Crieghton,2,2017-09-09 00:00:00,2,2017-09-26 00:00:00
901,IMlzGuxcaH,149,1,5,2016,2019,1991,Donna Friedman,4,2019-05-09 00:00:00,7,2019-06-04 00:00:00
902,DuvobJevyx,129,3,9,2018,0,2009,Kathryn Christensen,4,2018-09-12 00:00:00,1,2018-10-06 00:00:00
903,tPZScCEwTF,75,1,5,2017,0,2000,George Ramos,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
904,DXmybQjPck,47,2,8,2017,2020,1997,Joseph Schneeman,3,2017-07-23 00:00:00,9,2017-08-08 00:00:00
905,tPZScCEwTF,6,2,5,2016,0,2003,Camille Guzman,5,2019-06-20 00:00:00,2,2019-06-28 00:00:00
906,qxHpMIdEuo,83,4,6,2018,0,1993,George Ramos,1,2017-12-25 00:00:00,4,2018-01-25 00:00:00
907,naErycVMFg,15,2,7,2018,0,2000,Bobby Adams,4,2018-03-14 00:00:00,2,2018-03-25 00:00:00
908,IkjILsUFOd,6,1,8,2016,0,2005,Gary Fontaine,5,2019-04-11 00:00:00,1,2019-05-12 00:00:00
909,ssLJidMLOL,107,1,5,2016,0,2005,Cody Holt,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
910,tPZScCEwTF,75,3,8,2018,0,1992,Leonard Carter,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
911,nGyimeifvr,77,3,8,2017,0,1991,Tyrone Williams,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
912,AkYFXFZVDr,70,3,2,2017,0,1993,Scott Mckinney,1,2018-08-12 00:00:00,1,2018-08-29 00:00:00
913,wKCLcBdfYK,77,4,3,2018,0,1991,Daryl Edwards,1,2017-07-15 00:00:00,7,2017-08-02 00:00:00
914,zJRUAYilPM,57,2,1,2019,2022,1996,Richard Mendoza,4,2019-12-28 00:00:00,9,2020-01-28 00:00:00
915,tKRUnrbpJk,45,2,7,2017,2018,2002,Graciela Lansberry,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
916,ppsqGwZgHF,72,3,4,2017,0,1990,Catherine Schwarz,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
917,EEatNodEmN,147,4,2,2017,0,2003,Henry Zurawski,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
918,wUORXYwuCr,75,4,6,2016,0,2000,Steven Burridge,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
919,BUVbKcuLVm,13,4,4,2016,0,2005,Kevin Ryan,1,2018-05-23 00:00:00,1,2018-05-30 00:00:00
920,wUORXYwuCr,136,4,5,2018,0,2007,Daniel Summers,1,2018-07-20 00:00:00,4,2018-08-04 00:00:00
921,qjUySBOHOd,42,3,1,2016,0,2006,Leonard Rouse,5,2017-09-02 00:00:00,4,2017-09-14 00:00:00
922,aVZQRArCfp,60,4,5,2016,2019,1993,Theresa Cinotti,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
923,JWNEmuuVFe,35,2,6,2016,0,2009,Daryl Edwards,3,2017-09-22 00:00:00,2,2017-10-22 00:00:00
924,EDKmNdIfOF,30,1,4,2016,0,2006,Lisa Velasco,5,1000-01-01 00:00:00,8,1000-01-01 00:00:00
925,IdDbDPkLFp,44,1,5,2018,0,1995,Guadalupe Johnson,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
926,JDcIPhTYzS,7,1,8,2018,2020,1993,Ricky Damon,5,2019-03-14 00:00:00,8,2019-03-19 00:00:00
927,GEolesoFDi,12,1,6,2019,0,1994,Ward Ohalloran,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
928,MEzkjBcVlN,119,2,7,2018,0,2006,Felix Rosi,1,2019-10-03 00:00:00,2,2019-10-20 00:00:00
929,mlgSGyfYmU,147,4,7,2016,0,1992,Mary Loveless,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
930,nkNfTSqCeD,54,1,4,2016,0,1990,Michael Stegall,4,2019-03-01 00:00:00,8,2019-03-19 00:00:00
931,wfnsfZHiUq,33,3,7,2016,0,2000,Annie Perez,2,2019-01-29 00:00:00,1,2019-02-08 00:00:00
932,DApAEHMYSp,27,4,3,2019,0,1993,Louie Sullivan,4,2019-05-27 00:00:00,8,2019-06-24 00:00:00
933,pNPpMHkbSf,17,1,2,2017,0,1990,Kelley Nation,4,2018-07-14 00:00:00,3,2018-07-25 00:00:00
934,zJRUAYilPM,78,4,8,2019,0,2008,Pamela Davis,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
935,UkpLRNVWlq,37,2,6,2017,2020,2000,Pamela Samuels,2,2018-06-17 00:00:00,4,2018-07-18 00:00:00
936,HlkYOzpidl,97,3,1,2017,0,1994,Troy Mills,1,2017-06-11 00:00:00,3,2017-06-27 00:00:00
937,cOFkFDcETe,128,2,6,2019,0,2005,Guadalupe Johnson,4,2018-02-22 00:00:00,3,2018-03-13 00:00:00
938,qjUySBOHOd,147,2,1,2018,2019,1990,Donald Martin,4,2019-01-25 00:00:00,6,2019-02-15 00:00:00
939,cOFkFDcETe,9,4,4,2017,2019,2000,Gary Fontaine,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
940,bnKMZWDjiQ,31,2,2,2016,0,2007,Tyrone Williams,5,2018-06-26 00:00:00,3,2018-07-08 00:00:00
941,JHubwWxvLO,118,1,3,2019,0,2001,Pamela Hakes,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
942,srmlsbWdhm,52,3,5,2016,0,2000,Ward Ohalloran,2,2017-11-18 00:00:00,6,2017-12-05 00:00:00
943,vpRmgPMUSS,137,3,2,2019,0,1997,Marguerite Harmer,3,2019-03-09 00:00:00,9,2019-03-12 00:00:00
944,KwwSWeIfEl,10,2,5,2016,0,2006,Lisa Catron,5,2017-06-16 00:00:00,6,2017-06-22 00:00:00
945,vSiqFVBxQk,129,1,7,2016,0,2004,Michael Stegall,2,2018-10-09 00:00:00,3,2018-11-02 00:00:00
946,YWljoRZOMD,55,3,5,2016,0,1997,Pamela Samuels,1,2018-11-02 00:00:00,2,2018-11-05 00:00:00
947,MURLjHYYzR,150,3,9,2018,0,1999,Camille Guzman,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
948,qdeUxdCpZV,61,3,5,2018,0,1992,Frank Haggard,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
949,QPFLwXLLZT,133,2,8,2016,0,2008,Frank Haggard,4,2018-09-17 00:00:00,8,2018-09-25 00:00:00
950,DApAEHMYSp,84,2,8,2019,2021,1999,Kathryn Christensen,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
951,IgnWcZWAyC,96,2,4,2019,2021,1990,Anna Solomon,1,2017-12-21 00:00:00,2,2018-01-14 00:00:00
952,UgYNurCjMF,17,3,9,2019,0,2009,Albert Miller,5,2018-04-15 00:00:00,6,2018-05-16 00:00:00
953,aqFbQUPNyd,1,1,3,2016,0,1995,Jerome Collier,2,2019-03-20 00:00:00,6,2019-04-20 00:00:00
954,PbqUoDenDN,72,3,7,2016,0,1996,Barton Rose,3,2017-10-11 00:00:00,4,2017-11-08 00:00:00
955,eXCDzvqrDk,82,2,3,2019,2021,1990,Lisa Velasco,4,2019-03-16 00:00:00,2,2019-03-21 00:00:00
956,VfkvdmGJuC,37,3,8,2017,2019,2005,Theresa Cinotti,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
957,NeGmkHHftE,119,3,8,2016,0,2005,Betty Wright,1,2019-10-28 00:00:00,2,2019-11-16 00:00:00
958,PmhXiKRmdE,60,4,2,2018,0,1990,Billy Rouse,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
959,IgnWcZWAyC,118,1,7,2017,0,2003,Bertha Haza,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
960,srmlsbWdhm,150,3,2,2017,0,2005,Forrest Brady,5,2018-05-21 00:00:00,2,2018-05-31 00:00:00
961,MURLjHYYzR,144,2,4,2017,0,1994,Timothy Fox,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
962,tKRUnrbpJk,67,2,5,2016,0,1996,Justin Rizzo,5,2019-06-25 00:00:00,2,2019-07-05 00:00:00
963,csLuyypDYc,22,2,1,2017,0,1990,Annie Rymer,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
964,KJJopjwOYb,102,1,3,2018,2019,2001,Catherine Schwarz,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
965,NwphVIVBsi,80,2,7,2017,0,2001,Donald Martin,3,2018-07-14 00:00:00,2,2018-07-21 00:00:00
966,MjGqWrwlXF,143,4,7,2019,2022,1994,Suzanne Freeman,5,2018-12-19 00:00:00,4,2019-01-08 00:00:00
967,ahxIUzrHhw,85,3,9,2016,0,2000,Kathryn Christensen,4,2018-09-30 00:00:00,7,2018-10-04 00:00:00
968,ahxIUzrHhw,121,1,2,2018,2020,1998,Daniel Summers,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
969,wfhpfwIZrb,3,2,7,2019,0,2001,Pamela Hakes,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
970,weFksIwbOW,106,3,4,2016,2019,2008,Charlotte Ritchie,1,2017-09-22 00:00:00,8,2017-10-18 00:00:00
971,YCEhJOYLts,52,3,3,2017,0,1996,Larry Berrios,2,2018-12-27 00:00:00,5,2019-01-12 00:00:00
972,bycFnlzlSD,33,2,9,2019,0,1990,Linda Womack,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
973,aVZQRArCfp,142,2,1,2017,2019,1990,Donald Martin,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
974,OvBIbuNJqP,8,1,9,2018,0,2000,Tanya Grayson,1,2017-12-02 00:00:00,2,2017-12-11 00:00:00
975,wUORXYwuCr,46,2,1,2019,0,2005,Anna Solomon,2,2018-07-25 00:00:00,7,2018-08-09 00:00:00
976,kNMaEaklwR,25,2,3,2017,0,1998,Pamela Davis,4,2017-11-26 00:00:00,4,2017-11-28 00:00:00
977,MURLjHYYzR,120,1,4,2018,2021,1993,Scott Mckinney,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
978,wfhpfwIZrb,118,1,6,2018,0,1995,Tanya Grayson,5,2018-03-24 00:00:00,7,2018-04-22 00:00:00
979,JHubwWxvLO,63,4,8,2016,0,1996,Geraldine Wilson,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
980,PbqUoDenDN,17,2,2,2018,2020,1995,Autumn Doremus,3,1000-01-01 00:00:00,6,1000-01-01 00:00:00
981,prhchyPiAq,141,1,2,2016,0,1999,Zenaida Corral,1,2017-09-20 00:00:00,2,2017-10-10 00:00:00
982,ANNqxvcfDa,105,4,3,2019,0,2008,Keri Sines,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
983,jneIECGHZA,75,1,5,2018,0,2005,Irene Molloy,1,2017-12-31 00:00:00,4,2018-01-26 00:00:00
984,BUVbKcuLVm,77,3,1,2016,0,2006,Diana Anderson,2,2017-06-12 00:00:00,5,2017-06-25 00:00:00
985,nBmnQeebxp,53,4,5,2018,0,1992,Robert Mauldin,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
986,YCEhJOYLts,89,4,3,2019,0,1991,Gary Fontaine,2,2018-08-08 00:00:00,4,2018-08-19 00:00:00
987,YpUmmXnhpu,89,3,5,2017,0,1994,Georgia Harrison,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
988,eobVSsQSaA,43,2,2,2018,0,2007,Larry Berrios,3,2018-12-19 00:00:00,7,2019-01-01 00:00:00
989,JWNEmuuVFe,79,2,6,2018,0,2000,Lori Mcvey,2,2019-09-14 00:00:00,2,2019-09-22 00:00:00
990,YWljoRZOMD,60,4,8,2018,0,2000,Autumn Doremus,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
991,WckkxOTmQd,148,1,4,2016,2017,1993,Kevin Ryan,5,2019-08-07 00:00:00,4,2019-08-16 00:00:00
992,bnKMZWDjiQ,75,1,4,2016,2019,1990,Donald Martin,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
993,csLuyypDYc,96,1,4,2016,0,1994,Joseph Schneeman,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
994,UgYNurCjMF,62,4,3,2016,0,1992,Ward Ohalloran,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
995,lFzsqaEity,105,4,5,2016,0,1998,Celestina Williams,5,2018-07-23 00:00:00,6,2018-08-01 00:00:00
996,XRxFRKGyvs,71,2,8,2019,2022,1999,Pamela Samuels,5,2018-07-13 00:00:00,9,2018-08-12 00:00:00
997,MEzkjBcVlN,123,4,2,2018,0,1998,John Tucker,2,2018-02-16 00:00:00,7,2018-03-16 00:00:00
998,bycFnlzlSD,1,4,5,2017,0,1991,Lance Barnhill,2,2019-09-03 00:00:00,6,2019-09-27 00:00:00
999,rrJPzQGtSZ,48,2,2,2019,0,2007,Marybeth Swinehart,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1000,IdDbDPkLFp,134,1,6,2017,2020,1994,Carly Sparks,1,2018-04-01 00:00:00,1,2018-04-04 00:00:00
1001,nGyimeifvr,129,2,1,2017,0,2007,Donald Crumb,3,2019-01-09 00:00:00,3,2019-02-02 00:00:00
1002,jneIECGHZA,39,4,3,2018,0,1995,Norma Spencer,2,2017-11-20 00:00:00,8,2017-12-15 00:00:00
1003,EEatNodEmN,125,3,9,2017,0,1998,Celestina Williams,5,2018-10-06 00:00:00,2,2018-10-07 00:00:00
1004,lFzsqaEity,31,3,5,2017,2018,2005,Felix Rosi,2,2018-09-11 00:00:00,3,2018-09-20 00:00:00
1005,aqFbQUPNyd,55,3,9,2019,0,2009,Billie Reilly,3,2018-06-18 00:00:00,7,2018-07-11 00:00:00
1006,XcnPdDZPZO,81,4,5,2016,2019,2008,Eloise Mapp,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1007,amCtvCfbEy,103,4,6,2018,0,2009,Theresa Cinotti,4,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1008,qxHpMIdEuo,7,3,5,2017,0,1993,Felipe Hertel,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1009,loZRRnfWKU,122,2,8,2019,0,1997,Chad Ayers,5,2017-11-15 00:00:00,9,2017-11-30 00:00:00
1010,qdeUxdCpZV,23,3,2,2017,0,1999,Betty Wright,5,2018-03-12 00:00:00,9,2018-04-04 00:00:00
1011,nBmnQeebxp,79,3,2,2017,0,1993,George Ramos,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1012,cOFkFDcETe,32,2,2,2016,0,2004,Reginald Bender,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1013,vSiqFVBxQk,109,1,2,2017,0,2002,Geraldine Wilson,4,2019-10-29 00:00:00,5,2019-11-20 00:00:00
1014,zJRUAYilPM,27,2,8,2019,0,1994,Norma Spencer,1,2019-05-05 00:00:00,2,2019-06-01 00:00:00
1015,srmlsbWdhm,20,1,8,2019,0,2004,Debra Cabiness,4,2018-11-28 00:00:00,6,2018-12-11 00:00:00
1016,FKBLfPbnQG,122,2,3,2019,2021,2008,James Harrison,3,2019-03-17 00:00:00,4,2019-04-01 00:00:00
1017,XcnPdDZPZO,105,4,4,2017,0,2006,Mary Loveless,3,2018-05-29 00:00:00,1,2018-06-16 00:00:00
1018,NcZKGsMiYH,14,2,8,2019,0,2001,Georgia Harrison,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1019,FbblXSdaQl,50,2,1,2016,0,1998,Rose Thompson,1,2018-06-16 00:00:00,6,2018-06-25 00:00:00
1020,xUqqBqEuui,118,4,9,2018,2021,1996,Leonard Rouse,5,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1021,YWljoRZOMD,51,2,2,2016,0,1997,Albert Benedict,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1022,PLWSCDYZfF,84,1,8,2017,0,2005,Ricky Damon,4,2019-05-11 00:00:00,3,2019-06-11 00:00:00
1023,UgYNurCjMF,12,4,9,2019,0,2007,Mary Loveless,3,2018-04-25 00:00:00,8,2018-05-03 00:00:00
1024,qTTmjdJIdH,127,3,7,2017,0,2007,Janet Jenkins,1,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1025,DXmybQjPck,132,2,4,2017,0,2007,Jerome Collier,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1026,vSiqFVBxQk,6,1,4,2016,0,1991,Phil Brown,5,2018-09-04 00:00:00,2,2018-09-24 00:00:00
1027,wfhpfwIZrb,7,2,4,2018,0,1992,Richard Thompson,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1028,amCtvCfbEy,99,2,5,2019,2022,2004,Jason Bobo,5,2019-01-11 00:00:00,8,2019-01-25 00:00:00
1029,vMsHGGOIIC,37,2,9,2016,0,1990,Justin Rizzo,3,2019-09-15 00:00:00,4,2019-10-16 00:00:00
1030,NgtTciCBYA,150,1,2,2016,0,2008,Annie Perez,3,2019-01-28 00:00:00,5,2019-02-19 00:00:00
1031,PjAWxcSynU,139,2,5,2017,0,1998,Diana Anderson,1,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1032,IPTPWTrIyO,129,3,4,2018,2019,1990,Violet Ponce,3,2019-04-28 00:00:00,1,2019-05-25 00:00:00
1033,GBPLmxQaJu,29,1,4,2016,0,2003,Richard Mendoza,2,2018-09-04 00:00:00,2,2018-09-14 00:00:00
1034,qTTmjdJIdH,33,3,9,2019,2022,1992,Richard Thompson,5,2017-07-06 00:00:00,3,2017-07-22 00:00:00
1035,pLVMidMRYH,77,2,9,2019,0,2006,Charles Jacks,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1036,uhjVITIEJl,69,1,9,2017,2019,2007,Donald Martin,2,2018-08-17 00:00:00,1,2018-09-14 00:00:00
1037,qjLhZLrSks,54,2,7,2016,0,2005,Jason Bobo,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1038,XcnPdDZPZO,38,2,2,2016,2017,1995,Donald Martin,2,2019-12-19 00:00:00,9,2020-01-18 00:00:00
1039,tQbzhAsnkJ,142,4,1,2018,0,1999,George Ramos,3,2017-09-30 00:00:00,8,2017-10-21 00:00:00
1040,OReIMZurLe,43,1,7,2016,0,1990,Patsy Stockbridge,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1041,DTbJoeNcir,31,2,9,2018,0,1995,Pamela Hakes,5,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1042,oYZyEUdXes,69,4,9,2018,0,2006,Bertha Haza,2,2018-05-12 00:00:00,9,2018-06-03 00:00:00
1043,prhchyPiAq,102,4,2,2018,2020,1999,Graciela Lansberry,4,2017-08-03 00:00:00,2,2017-09-02 00:00:00
1044,xUqqBqEuui,97,3,4,2017,0,1992,Marc Uplinger,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1045,mlgSGyfYmU,122,2,1,2018,0,2001,Theresa Cinotti,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1046,eobVSsQSaA,7,2,5,2017,2019,2001,Chad Ayers,5,2018-06-05 00:00:00,5,2018-06-09 00:00:00
1047,srmlsbWdhm,111,1,9,2018,0,2000,Kevin Prost,5,2019-01-05 00:00:00,4,2019-02-04 00:00:00
1048,UkpLRNVWlq,23,1,1,2019,0,2006,Chad Ayers,2,2018-05-18 00:00:00,2,2018-05-23 00:00:00
1049,ODTYEyTrqK,24,2,2,2016,2018,1999,Zenaida Corral,5,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1050,snJubEmlTU,43,4,4,2019,2021,2009,Violet Ponce,3,2019-11-03 00:00:00,8,2019-11-22 00:00:00
1051,xwjGqrjjsk,74,2,9,2018,0,2000,Celestina Williams,2,2019-07-11 00:00:00,4,2019-07-21 00:00:00
1052,PmhXiKRmdE,63,2,4,2018,0,2003,Theresa Cinotti,4,2018-12-13 00:00:00,3,2019-01-10 00:00:00
1053,eobVSsQSaA,31,4,3,2018,0,2007,Ward Ohalloran,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1054,XRxFRKGyvs,52,3,4,2018,0,2000,Richard Mendoza,2,2017-06-14 00:00:00,8,2017-06-25 00:00:00
1055,nBmnQeebxp,25,3,4,2018,0,2004,Alex Vinson,5,2019-01-28 00:00:00,3,2019-02-06 00:00:00
1056,DuvobJevyx,103,4,1,2019,0,2001,Billy Rouse,2,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1057,DuvobJevyx,43,4,4,2016,2017,1999,Patsy Stockbridge,1,2018-12-29 00:00:00,7,2019-01-09 00:00:00
1058,YCEhJOYLts,68,3,7,2019,0,1998,Patsy Stockbridge,4,2018-11-26 00:00:00,4,2018-12-06 00:00:00
1059,AxydZcPDJE,37,2,8,2016,0,2006,Richard Thompson,2,2017-09-14 00:00:00,1,2017-10-04 00:00:00
1060,sXszVSxOcV,53,1,6,2019,0,2007,Debra Cabiness,2,2018-10-20 00:00:00,7,2018-10-24 00:00:00
1061,HyLygEtbfh,62,2,7,2017,2018,1991,Cody Holt,3,2018-06-02 00:00:00,2,2018-06-04 00:00:00
1062,IMlzGuxcaH,106,2,9,2019,2022,2004,Chung Brodeur,3,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1063,OReIMZurLe,40,3,1,2017,0,2002,Autumn Doremus,3,2019-08-31 00:00:00,8,2019-09-08 00:00:00
1064,AkYFXFZVDr,105,3,8,2019,0,2002,Marguerite Harmer,4,2018-11-19 00:00:00,1,2018-12-20 00:00:00
1065,PbqUoDenDN,52,4,6,2019,0,2004,Forrest Brady,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1066,MEzkjBcVlN,105,3,8,2019,0,1996,Geraldine Wilson,2,2017-06-25 00:00:00,8,2017-06-27 00:00:00
